# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CADBPJ010000160.1	tRNA	6707	6782	+	BBJOLO_01163	73.0	-	-	-	-	-
CADBPJ010000160.1	tRNA	6788	6862	+	BBJOLO_01164	81.1	-	-	-	-	-
CADBPJ010000160.1	tRNA	6899	6973	+	BBJOLO_01165	69.1	-	-	-	-	-
CADBPJ010000160.1	cds	7143	8336	+	BBJOLO_01166	-	-	-	-	-	-
CADBPJ010000160.1	cds	8451	9095	-	BBJOLO_01167	228.0	5.0e-74	0.981	0.882	0.524	UniRef:UniRef50_A0A173YXA8
CADBPJ010000160.1	cds	9092	9757	-	BBJOLO_01168	-	-	-	-	-	-
CADBPJ010000161.1	cds	13	432	+	BBJOLO_01169	-	-	-	-	-	-
CADBPJ010000161.1	cds	551	2197	-	BBJOLO_01170	-	-	-	-	-	-
CADBPJ010000161.1	cds	2201	2656	-	BBJOLO_01171	-	-	-	-	-	-
CADBPJ010000161.1	cds	2668	3492	-	BBJOLO_01172	-	-	-	-	-	-
CADBPJ010000161.1	cds	3559	3852	-	BBJOLO_01173	-	-	-	-	-	-
CADBPJ010000161.1	cds	3949	4128	-	BBJOLO_01174	68.6	1.0e-15	0.949	0.933	0.589	UniRef:UniRef50_A0A174T849
CADBPJ010000161.1	cds	4258	6693	-	BBJOLO_01175	937.0	0.0	0.999	1.001	0.589	UniRef:UniRef50_A0A7K0RJ90
CADBPJ010000161.1	cds	6709	7707	-	BBJOLO_01176	326.0	6.0e-109	1.015	0.974	0.525	UniRef:UniRef50_A0A9D1LWD3
CADBPJ010000161.1	cds	7704	8078	-	BBJOLO_01177	-	-	-	-	-	-
CADBPJ010000161.1	cds	8078	8506	-	BBJOLO_01178	-	-	-	-	-	-
CADBPJ010000161.1	cds	8925	11645	+	BBJOLO_01179	1049.0	0.0	1.096	1.0	0.571	UniRef:UniRef50_A9KS12
CADBPJ010000161.1	cds	11955	12926	+	BBJOLO_01180	367.0	5.8e-125	0.963	0.818	0.576	UniRef:UniRef50_E4Q4W3
CADBPJ010000162.1	cds	172	363	+	BBJOLO_01181	-	-	-	-	-	-
CADBPJ010000162.1	cds	366	1952	+	BBJOLO_01182	-	-	-	-	-	-
CADBPJ010000163.1	cds	7	324	+	BBJOLO_01183	-	-	-	-	-	-
CADBPJ010000163.1	cds	351	662	+	BBJOLO_01184	-	-	-	-	-	-
CADBPJ010000163.1	cds	677	2500	+	BBJOLO_01185	-	-	-	-	-	-
CADBPJ010000163.1	cds	2583	2789	+	BBJOLO_01186	-	-	-	-	-	-
CADBPJ010000163.1	cds	2825	3790	+	BBJOLO_01187	-	-	-	-	-	-
CADBPJ010000164.1	cds	45	1478	+	BBJOLO_01188	-	-	-	-	-	-
CADBPJ010000164.1	cds	1540	1797	+	BBJOLO_01189	-	-	-	-	-	-
CADBPJ010000164.1	cds	1853	4054	+	BBJOLO_01190	874.0	2.3e-312	1.001	0.995	0.582	UniRef:UniRef50_A0A6N3B0F3
CADBPJ010000164.1	cds	4059	4580	+	BBJOLO_01191	-	-	-	-	-	-
CADBPJ010000164.1	cds	4584	6092	+	BBJOLO_01192	-	-	-	-	-	-
CADBPJ010000165.1	cds	76	378	+	BBJOLO_01193	-	-	-	-	-	-
CADBPJ010000165.1	cds	2206	2448	-	BBJOLO_01194	-	-	-	-	-	-
CADBPJ010000165.1	cds	2548	2745	-	BBJOLO_01195	-	-	-	-	-	-
CADBPJ010000166.1	cds	12	362	+	BBJOLO_01196	-	-	-	-	-	-
CADBPJ010000166.1	tRNA	459	534	+	BBJOLO_01197	83.5	-	-	-	-	-
CADBPJ010000166.1	cds	843	1088	-	BBJOLO_01198	-	-	-	-	-	-
CADBPJ010000166.1	cds	1551	3323	+	BBJOLO_01199	-	-	-	-	-	-
CADBPJ010000166.1	cds	3347	4765	+	BBJOLO_01200	-	-	-	-	-	-
CADBPJ010000166.1	cds	4965	5912	+	BBJOLO_01201	-	-	-	-	-	-
CADBPJ010000166.1	cds	5930	6814	+	BBJOLO_01202	-	-	-	-	-	-
CADBPJ010000166.1	cds	7130	7597	-	BBJOLO_01203	-	-	-	-	-	-
CADBPJ010000167.1	cds	163	831	+	BBJOLO_01204	223.0	4.6e-72	0.968	0.943	0.512	UniRef:UniRef50_B5EFS1
CADBPJ010000167.1	cds	836	1582	+	BBJOLO_01205	284.0	5.3e-95	0.996	0.911	0.563	UniRef:UniRef50_D4MYI3
CADBPJ010000167.1	cds	1595	1843	+	BBJOLO_01206	-	-	-	-	-	-
CADBPJ010000167.1	cds	1855	2073	+	BBJOLO_01207	100.0	7.8e-28	1.083	0.897	0.628	UniRef:UniRef50_D3P915
CADBPJ010000167.1	cds	2093	2206	+	BBJOLO_01208	47.4	7.4e-08	1.297	1.0	0.542	UniRef:UniRef50_Q5SHR2
CADBPJ010000167.1	cds	2324	2692	+	BBJOLO_01209	148.0	2.8e-45	0.959	0.818	0.598	UniRef:UniRef50_Q0K642
CADBPJ010000167.1	cds	2711	3109	+	BBJOLO_01210	167.0	1.7e-52	0.962	0.934	0.677	UniRef:UniRef50_A9VPA3
CADBPJ010000168.1	cds	554	2401	+	BBJOLO_01211	-	-	-	-	-	-
CADBPJ010000168.1	cds	2404	3237	+	BBJOLO_01212	-	-	-	-	-	-
CADBPJ010000169.1	cds	295	945	+	BBJOLO_01213	-	-	-	-	-	-
CADBPJ010000169.1	cds	984	1697	+	BBJOLO_01214	-	-	-	-	-	-
CADBPJ010000169.1	cds	1687	1953	+	BBJOLO_01215	119.0	1.1e-34	1.0	0.880	0.659	UniRef:UniRef50_C8W2H1
CADBPJ010000169.1	cds	1957	2442	+	BBJOLO_01216	-	-	-	-	-	-
CADBPJ010000169.1	cds	2472	3032	-	BBJOLO_01217	-	-	-	-	-	-
CADBPJ010000170.1	cds	316	792	-	BBJOLO_01218	222.0	3.3e-73	0.962	0.800	0.711	UniRef:UniRef50_Q9KAP6
CADBPJ010000170.1	cds	811	1650	-	BBJOLO_01219	347.0	3.5e-119	0.993	0.969	0.621	UniRef:UniRef50_A0A1C5UBX7
CADBPJ010000170.1	cds	1991	3274	-	BBJOLO_01220	571.0	6.7e-203	0.998	1.002	0.636	UniRef:UniRef50_A0A174QRI5
CADBPJ010000170.1	cds	3255	4232	-	BBJOLO_01221	-	-	-	-	-	-
CADBPJ010000170.1	cds	4320	5843	-	BBJOLO_01222	624.0	1.4e-219	1.002	0.851	0.600	UniRef:UniRef50_Q6FFD5
CADBPJ010000170.1	cds	5951	6703	-	BBJOLO_01223	290.0	6.9e-97	0.988	0.867	0.595	UniRef:UniRef50_O83548
CADBPJ010000170.1	cds	6719	7339	-	BBJOLO_01224	236.0	1.2e-77	0.985	0.940	0.576	UniRef:UniRef50_A0A645D596
CADBPJ010000170.1	cds	7520	8704	-	BBJOLO_01225	531.0	3.4e-187	1.005	0.892	0.702	UniRef:UniRef50_O52632
CADBPJ010000170.1	cds	8853	9362	-	BBJOLO_01226	-	-	-	-	-	-
CADBPJ010000170.1	cds	9402	10661	-	BBJOLO_01227	429.0	6.8e-146	1.005	0.821	0.525	UniRef:UniRef50_R9M6E6
CADBPJ010000170.1	cds	10674	11162	-	BBJOLO_01228	149.0	1.7e-44	0.895	0.829	0.531	UniRef:UniRef50_A0A173Y1Q1
CADBPJ010000170.1	cds	11286	13673	-	BBJOLO_01229	1052.0	0.0	0.999	0.995	0.690	UniRef:UniRef50_A0A9D1MCC6
CADBPJ010000170.1	cds	13684	14739	-	BBJOLO_01230	-	-	-	-	-	-
CADBPJ010000170.1	cds	14745	15842	-	BBJOLO_01231	489.0	2.0e-172	0.997	0.986	0.687	UniRef:UniRef50_A0A7X5KPZ4
CADBPJ010000170.1	cds	15859	16377	-	BBJOLO_01232	-	-	-	-	-	-
CADBPJ010000171.1	ncRNA-region	945	1102	-	-	106.9	1.6e-15	-	-	-	RFAM:RF00234
CADBPJ010000171.1	cds	1580	2881	-	BBJOLO_01233	-	-	-	-	-	-
CADBPJ010000171.1	cds	3139	3342	-	BBJOLO_01234	82.8	4.2e-21	0.970	0.915	0.585	UniRef:UniRef50_G2T5W3
CADBPJ010000171.1	cds	3359	5155	-	BBJOLO_01235	567.0	9.4e-195	1.005	0.877	0.521	UniRef:UniRef50_A0A2N2AA87
CADBPJ010000171.1	cds	5152	6495	-	BBJOLO_01236	-	-	-	-	-	-
CADBPJ010000171.1	cds	6501	7883	-	BBJOLO_01237	-	-	-	-	-	-
CADBPJ010000171.1	cds	7911	8357	-	BBJOLO_01238	140.0	2.2e-41	0.993	0.967	0.517	UniRef:UniRef50_A3DHN0
CADBPJ010000171.1	cds	8364	10385	-	BBJOLO_01239	-	-	-	-	-	-
CADBPJ010000171.1	cds	10422	10724	-	BBJOLO_01240	-	-	-	-	-	-
CADBPJ010000172.1	cds	111	1592	+	BBJOLO_01241	519.0	3.6e-180	1.020	1.004	0.519	UniRef:UniRef50_R9IYG6
CADBPJ010000172.1	cds	1605	3782	+	BBJOLO_01242	-	-	-	-	-	-
CADBPJ010000172.1	cds	3779	4885	+	BBJOLO_01243	-	-	-	-	-	-
CADBPJ010000172.1	cds	4885	6288	+	BBJOLO_01244	528.0	2.1e-184	0.951	0.908	0.581	UniRef:UniRef50_A0A4P6M5P5
CADBPJ010000172.1	cds	6311	8200	+	BBJOLO_01245	-	-	-	-	-	-
CADBPJ010000172.1	cds	8439	9365	+	BBJOLO_01246	-	-	-	-	-	-
CADBPJ010000173.1	cds	95	1429	+	BBJOLO_01247	469.0	3.4e-161	1.016	0.893	0.506	UniRef:UniRef50_A0A1V5ZIG1
CADBPJ010000173.1	cds	1422	3008	+	BBJOLO_01248	-	-	-	-	-	-
CADBPJ010000173.1	cds	3139	4776	-	BBJOLO_01249	-	-	-	-	-	-
CADBPJ010000173.1	cds	4887	5657	-	BBJOLO_01250	266.0	1.4e-87	1.043	0.985	0.502	UniRef:UniRef50_A0A7C6SRS6
CADBPJ010000174.1	cds	275	2887	+	BBJOLO_01251	1076.0	0.0	1.003	0.966	0.661	UniRef:UniRef50_A0A252F3A3
CADBPJ010000174.1	cds	2983	4161	+	BBJOLO_01252	431.0	3.5e-148	1.008	0.927	0.567	UniRef:UniRef50_A8RNR9
CADBPJ010000174.1	cds	4259	6817	-	BBJOLO_01253	-	-	-	-	-	-
CADBPJ010000174.1	cds	6994	7380	+	BBJOLO_01254	-	-	-	-	-	-
CADBPJ010000175.1	cds	101	283	+	BBJOLO_01255	-	-	-	-	-	-
CADBPJ010000175.1	cds	289	1584	+	BBJOLO_01256	-	-	-	-	-	-
CADBPJ010000175.1	cds	1589	2800	+	BBJOLO_01257	-	-	-	-	-	-
CADBPJ010000176.1	cds	21	212	+	BBJOLO_01258	84.0	1.0e-21	1.0	0.984	0.635	UniRef:UniRef50_A0A1C7GLK5
CADBPJ010000176.1	ncRNA-region	453	516	+	-	69.8	1.1e-10	-	-	-	RFAM:RF02913
CADBPJ010000176.1	cds	588	740	+	BBJOLO_01259	53.5	5.2e-10	0.960	0.906	0.583	UniRef:UniRef50_A0A1M6SEV0
CADBPJ010000176.1	cds	810	2666	+	BBJOLO_01260	682.0	5.6e-239	0.950	0.826	0.603	UniRef:UniRef50_A0A6V7RNM7
CADBPJ010000176.1	cds	2754	3287	+	BBJOLO_01261	244.0	1.1e-81	0.977	0.951	0.624	UniRef:UniRef50_A0A927VZ36
CADBPJ010000176.1	cds	3288	4430	+	BBJOLO_01262	441.0	6.6e-153	0.987	0.995	0.587	UniRef:UniRef50_A0A373QAG3
CADBPJ010000176.1	cds	4460	6766	+	BBJOLO_01263	-	-	-	-	-	-
CADBPJ010000176.1	tRNA	6900	6983	+	BBJOLO_01264	61.4	-	-	-	-	-
CADBPJ010000177.1	cds	147	1511	-	BBJOLO_01265	-	-	-	-	-	-
CADBPJ010000177.1	cds	1664	3163	-	BBJOLO_01266	550.0	6.4e-191	1.020	0.867	0.576	UniRef:UniRef50_A0A2V2GHF5
CADBPJ010000177.1	ncRNA-region	3279	3394	-	-	48.6	1.4e-07	-	-	-	RFAM:RF00504
CADBPJ010000177.1	cds	3670	4215	-	BBJOLO_01267	-	-	-	-	-	-
CADBPJ010000177.1	cds	4227	5561	-	BBJOLO_01268	-	-	-	-	-	-
CADBPJ010000177.1	cds	5598	5861	-	BBJOLO_01269	77.8	2.1e-18	1.011	0.846	0.500	UniRef:UniRef50_A0A0R3JSL8
CADBPJ010000177.1	cds	5898	6533	-	BBJOLO_01270	232.0	2.5e-75	0.986	0.846	0.548	UniRef:UniRef50_A9KN62
CADBPJ010000177.1	cds	6629	6904	-	BBJOLO_01271	123.0	2.5e-36	0.945	0.860	0.744	UniRef:UniRef50_H9L478
CADBPJ010000177.1	cds	6985	7395	-	BBJOLO_01272	-	-	-	-	-	-
CADBPJ010000177.1	cds	7408	7680	-	BBJOLO_01273	79.7	3.9e-19	0.944	0.833	0.529	UniRef:UniRef50_Q3AE97
CADBPJ010000177.1	cds	7696	8037	-	BBJOLO_01274	108.0	7.7e-30	0.912	0.904	0.573	UniRef:UniRef50_A0A373Q148
CADBPJ010000177.1	cds	8064	9269	-	BBJOLO_01275	610.0	4.4e-219	0.995	0.973	0.744	UniRef:UniRef50_A0A174FNU2
CADBPJ010000177.1	cds	9285	10700	-	BBJOLO_01276	485.0	2.4e-167	0.934	0.898	0.586	UniRef:UniRef50_A0A650MF41
CADBPJ010000177.1	cds	10737	11267	-	BBJOLO_01277	-	-	-	-	-	-
CADBPJ010000177.1	cds	11313	12194	-	BBJOLO_01278	520.0	4.0e-187	1.017	1.007	0.852	UniRef:UniRef50_A0A151B0V7
CADBPJ010000177.1	cds	12386	13765	-	BBJOLO_01279	565.0	6.2e-198	0.991	0.818	0.609	UniRef:UniRef50_Q74GT9
CADBPJ010000177.1	cds	13836	14699	-	BBJOLO_01280	302.0	2.3e-100	0.993	0.814	0.523	UniRef:UniRef50_R6HSK3
CADBPJ010000177.1	cds	14841	15806	-	BBJOLO_01281	-	-	-	-	-	-
CADBPJ010000177.1	cds	15945	16775	+	BBJOLO_01282	-	-	-	-	-	-
CADBPJ010000177.1	cds	16880	17239	-	BBJOLO_01283	-	-	-	-	-	-
CADBPJ010000177.1	cds	17315	18181	-	BBJOLO_01284	427.0	1.2e-150	0.986	0.993	0.729	UniRef:UniRef50_M4PJ59
CADBPJ010000178.1	cds	41	439	+	BBJOLO_01285	-	-	-	-	-	-
CADBPJ010000178.1	cds	444	1301	+	BBJOLO_01286	-	-	-	-	-	-
CADBPJ010000178.1	cds	1292	1942	+	BBJOLO_01287	232.0	2.6e-75	0.986	0.884	0.559	UniRef:UniRef50_A0A1C5U7K3
CADBPJ010000178.1	cds	1927	2532	+	BBJOLO_01288	-	-	-	-	-	-
CADBPJ010000178.1	cds	2542	3669	+	BBJOLO_01289	483.0	1.9e-169	1.003	0.957	0.654	UniRef:UniRef50_A0A3C1A880
CADBPJ010000178.1	cds	3686	4864	+	BBJOLO_01290	384.0	6.6e-130	1.005	0.980	0.528	UniRef:UniRef50_D9SQI5
CADBPJ010000178.1	cds	5052	6170	+	BBJOLO_01291	460.0	1.2e-160	0.868	0.857	0.672	UniRef:UniRef50_P43705
CADBPJ010000178.1	cds	6249	6512	+	BBJOLO_01292	122.0	4.3e-36	1.0	0.870	0.690	UniRef:UniRef50_D4MJL9
CADBPJ010000178.1	cds	6722	8605	+	BBJOLO_01293	-	-	-	-	-	-
CADBPJ010000179.1	cds	380	607	+	BBJOLO_01294	-	-	-	-	-	-
CADBPJ010000179.1	cds	722	1480	-	BBJOLO_01295	-	-	-	-	-	-
CADBPJ010000179.1	cds	1470	2450	-	BBJOLO_01296	-	-	-	-	-	-
CADBPJ010000180.1	cds	558	2027	+	BBJOLO_01297	-	-	-	-	-	-
CADBPJ010000180.1	cds	2024	3379	+	BBJOLO_01298	-	-	-	-	-	-
CADBPJ010000181.1	cds	214	849	-	BBJOLO_01299	239.0	2.0e-78	0.915	0.801	0.606	UniRef:UniRef50_A0A6A7K5R8
CADBPJ010000181.1	cds	966	1235	-	BBJOLO_01300	-	-	-	-	-	-
CADBPJ010000181.1	cds	1437	2132	-	BBJOLO_01301	-	-	-	-	-	-
CADBPJ010000181.1	cds	2236	2430	+	BBJOLO_01302	65.1	3.4e-14	0.938	0.896	0.517	UniRef:UniRef50_A0A064C593
CADBPJ010000182.1	cds	191	2164	-	BBJOLO_01303	715.0	7.6e-252	1.020	0.971	0.524	UniRef:UniRef50_Q8Y8R5
CADBPJ010000182.1	cds	2161	2826	-	BBJOLO_01304	-	-	-	-	-	-
CADBPJ010000183.1	cds	674	1426	-	BBJOLO_01305	265.0	3.3e-87	0.996	0.847	0.502	UniRef:UniRef50_D3EFF3
CADBPJ010000183.1	cds	1455	2144	+	BBJOLO_01306	-	-	-	-	-	-
CADBPJ010000184.1	cds	319	1812	-	BBJOLO_01307	-	-	-	-	-	-
CADBPJ010000184.1	cds	1809	3257	-	BBJOLO_01308	805.0	3.1e-293	1.002	0.998	0.801	UniRef:UniRef50_A0A9D2KBN6
CADBPJ010000184.1	cds	3269	5584	-	BBJOLO_01309	855.0	5.3e-302	1.023	0.876	0.559	UniRef:UniRef50_Q07736
CADBPJ010000184.1	cds	5602	6243	-	BBJOLO_01310	246.0	7.0e-81	0.986	0.886	0.576	UniRef:UniRef50_A0A1M6K004
CADBPJ010000185.1	cds	18	722	+	BBJOLO_01311	262.0	7.3e-87	0.944	0.880	0.579	UniRef:UniRef50_R5VMT3
CADBPJ010000185.1	cds	764	1369	-	BBJOLO_01312	-	-	-	-	-	-
CADBPJ010000185.1	cds	1513	1746	-	BBJOLO_01313	99.0	2.6e-27	0.948	1.0	0.616	UniRef:UniRef50_W0J574
CADBPJ010000185.1	cds	1765	2631	-	BBJOLO_01314	389.0	4.9e-135	0.958	0.854	0.703	UniRef:UniRef50_A0A484ZDZ0
CADBPJ010000186.1	cds	1023	1220	-	BBJOLO_01315	-	-	-	-	-	-
CADBPJ010000186.1	cds	1217	1888	-	BBJOLO_01316	-	-	-	-	-	-
CADBPJ010000186.1	tRNA	2195	2269	+	BBJOLO_01317	61.8	-	-	-	-	-
CADBPJ010000186.1	cds	2463	3842	-	BBJOLO_01318	480.0	1.1e-165	1.002	0.977	0.557	UniRef:UniRef50_R9LL36
CADBPJ010000186.1	cds	3862	4053	-	BBJOLO_01319	-	-	-	-	-	-
CADBPJ010000186.1	ncRNA-region	4315	4410	-	-	55.5	4.6e-08	-	-	-	RFAM:RF02913
CADBPJ010000186.1	cds	4626	4970	-	BBJOLO_01320	-	-	-	-	-	-
CADBPJ010000186.1	cds	5046	5231	-	BBJOLO_01321	-	-	-	-	-	-
CADBPJ010000186.1	cds	5494	5730	+	BBJOLO_01322	-	-	-	-	-	-
CADBPJ010000186.1	cds	5723	5992	+	BBJOLO_01323	105.0	1.7e-29	0.876	0.876	0.590	UniRef:UniRef50_A0A9D1SES9
CADBPJ010000187.1	cds	29	562	+	BBJOLO_01324	-	-	-	-	-	-
CADBPJ010000187.1	cds	742	1800	+	BBJOLO_01325	-	-	-	-	-	-
CADBPJ010000188.1	cds	192	1118	-	BBJOLO_01326	414.0	1.8e-143	1.006	0.822	0.655	UniRef:UniRef50_M2PP82
CADBPJ010000188.1	cds	1195	1812	-	BBJOLO_01327	-	-	-	-	-	-
CADBPJ010000188.1	cds	1999	2517	+	BBJOLO_01328	229.0	4.2e-76	1.0	0.994	0.587	UniRef:UniRef50_A0A373QC56
CADBPJ010000188.1	cds	2530	4329	+	BBJOLO_01329	-	-	-	-	-	-
CADBPJ010000188.1	cds	4388	5575	+	BBJOLO_01330	-	-	-	-	-	-
CADBPJ010000188.1	tRNA	5655	5743	+	BBJOLO_01331	75.9	-	-	-	-	-
CADBPJ010000188.1	tRNA	6039	6121	-	BBJOLO_01332	65.4	-	-	-	-	-
CADBPJ010000189.1	cds	41	979	+	BBJOLO_01333	-	-	-	-	-	-
CADBPJ010000189.1	cds	1022	2371	+	BBJOLO_01334	549.0	4.5e-193	1.0	0.961	0.624	UniRef:UniRef50_A0A136WIQ0
CADBPJ010000190.1	cds	95	412	+	BBJOLO_01335	-	-	-	-	-	-
CADBPJ010000190.1	cds	695	1708	-	BBJOLO_01336	375.0	2.4e-128	0.935	0.924	0.654	UniRef:UniRef50_A5ZAQ7
CADBPJ010000190.1	cds	1728	3083	-	BBJOLO_01337	-	-	-	-	-	-
CADBPJ010000190.1	cds	3157	4605	-	BBJOLO_01338	552.0	2.6e-193	0.954	0.927	0.609	UniRef:UniRef50_A0A2K9P2Q5
CADBPJ010000190.1	cds	4627	6882	-	BBJOLO_01339	1026.0	0.0	1.003	0.970	0.700	UniRef:UniRef50_A0A1C5VZL4
CADBPJ010000190.1	cds	7003	7521	-	BBJOLO_01340	-	-	-	-	-	-
CADBPJ010000190.1	cds	7518	8447	-	BBJOLO_01341	353.0	3.8e-120	1.010	0.943	0.609	UniRef:UniRef50_A0A7X9CQ88
CADBPJ010000190.1	cds	8458	9000	-	BBJOLO_01342	-	-	-	-	-	-
CADBPJ010000190.1	cds	9345	11495	+	BBJOLO_01343	793.0	2.0e-279	1.135	0.993	0.534	UniRef:UniRef50_A0A017RYN4
CADBPJ010000190.1	cds	11492	12304	+	BBJOLO_01344	-	-	-	-	-	-
CADBPJ010000190.1	cds	12341	12742	-	BBJOLO_01345	146.0	1.9e-44	0.872	0.866	0.586	UniRef:UniRef50_A0A1M6NRA2
CADBPJ010000190.1	cds	12901	14271	+	BBJOLO_01346	445.0	6.1e-151	0.985	0.827	0.506	UniRef:UniRef50_A0A352CQQ6
CADBPJ010000190.1	cds	14507	14704	+	BBJOLO_01347	-	-	-	-	-	-
CADBPJ010000190.1	cds	14708	15118	+	BBJOLO_01348	-	-	-	-	-	-
CADBPJ010000190.1	cds	15149	15523	-	BBJOLO_01349	-	-	-	-	-	-
CADBPJ010000191.1	cds	187	1185	-	BBJOLO_01350	-	-	-	-	-	-
CADBPJ010000191.1	cds	1222	2262	-	BBJOLO_01351	-	-	-	-	-	-
CADBPJ010000191.1	cds	2252	3364	-	BBJOLO_01352	-	-	-	-	-	-
CADBPJ010000191.1	cds	3376	4320	-	BBJOLO_01353	-	-	-	-	-	-
CADBPJ010000192.1	cds	59	904	+	BBJOLO_01354	379.0	6.4e-131	0.986	0.810	0.671	UniRef:UniRef50_A0A1B3WSK6
CADBPJ010000192.1	cds	1044	1355	+	BBJOLO_01355	126.0	3.3e-37	0.961	0.811	0.657	UniRef:UniRef50_Q892N4
CADBPJ010000192.1	cds	1411	1665	+	BBJOLO_01356	127.0	2.6e-38	0.940	0.929	0.785	UniRef:UniRef50_Q4A5L3
CADBPJ010000192.1	cds	1625	3010	+	BBJOLO_01357	454.0	1.8e-155	0.924	0.918	0.542	UniRef:UniRef50_B9E021
CADBPJ010000192.1	cds	3176	3349	+	BBJOLO_01358	59.7	3.2e-12	0.947	0.857	0.611	UniRef:UniRef50_A0A3A9KAP7
CADBPJ010000192.1	cds	3362	3805	+	BBJOLO_01359	-	-	-	-	-	-
CADBPJ010000192.1	tRNA	3856	3930	+	BBJOLO_01360	74.7	-	-	-	-	-
CADBPJ010000193.1	cds	3	329	+	BBJOLO_01361	-	-	-	-	-	-
CADBPJ010000193.1	cds	366	821	+	BBJOLO_01362	234.0	1.3e-78	1.0	1.0	0.682	UniRef:UniRef50_A0A3D2HSM2
CADBPJ010000193.1	cds	987	1481	-	BBJOLO_01363	-	-	-	-	-	-
CADBPJ010000193.1	cds	1597	1848	-	BBJOLO_01364	-	-	-	-	-	-
CADBPJ010000194.1	cds	155	1138	+	BBJOLO_01365	444.0	9.6e-156	0.997	0.964	0.678	UniRef:UniRef50_A0A178IFT7
CADBPJ010000194.1	cds	1135	1767	+	BBJOLO_01366	-	-	-	-	-	-
CADBPJ010000194.1	cds	2037	2729	+	BBJOLO_01367	261.0	1.7e-86	1.004	0.967	0.584	UniRef:UniRef50_C0EB69
CADBPJ010000194.1	cds	2755	2970	-	BBJOLO_01368	105.0	7.6e-30	0.972	0.802	0.652	UniRef:UniRef50_A0A096CFE3
CADBPJ010000194.1	cds	3088	3549	+	BBJOLO_01369	162.0	3.0e-50	0.895	0.895	0.547	UniRef:UniRef50_A0A2V2DK40
CADBPJ010000195.1	cds	185	601	-	BBJOLO_01370	152.0	4.1e-46	1.022	0.810	0.553	UniRef:UniRef50_I2NF05
CADBPJ010000195.1	cds	614	1186	-	BBJOLO_01371	275.0	2.3e-93	1.0	0.905	0.695	UniRef:UniRef50_A0A174AEK5
CADBPJ010000195.1	cds	1191	1958	-	BBJOLO_01372	-	-	-	-	-	-
CADBPJ010000195.1	cds	1968	2690	-	BBJOLO_01373	-	-	-	-	-	-
CADBPJ010000195.1	cds	2677	3294	-	BBJOLO_01374	-	-	-	-	-	-
CADBPJ010000196.1	cds	247	420	+	BBJOLO_01375	-	-	-	-	-	-
CADBPJ010000196.1	cds	1121	1720	-	BBJOLO_01376	-	-	-	-	-	-
CADBPJ010000196.1	cds	1840	2574	-	BBJOLO_01377	288.0	1.1e-96	0.992	0.880	0.599	UniRef:UniRef50_A0A2K2FDI4
CADBPJ010000197.1	cds	207	410	-	BBJOLO_01378	-	-	-	-	-	-
CADBPJ010000198.1	cds	110	766	-	BBJOLO_01379	-	-	-	-	-	-
CADBPJ010000198.1	cds	771	1232	-	BBJOLO_01380	-	-	-	-	-	-
CADBPJ010000198.1	cds	1369	3711	-	BBJOLO_01381	1007.0	0.0	1.015	0.957	0.640	UniRef:UniRef50_A0A939Z9F6
CADBPJ010000198.1	cds	3922	4605	+	BBJOLO_01382	297.0	7.8e-101	0.996	0.908	0.650	UniRef:UniRef50_A0A1M6DM53
CADBPJ010000198.1	cds	4592	6055	+	BBJOLO_01383	-	-	-	-	-	-
CADBPJ010000198.1	cds	6115	7779	-	BBJOLO_01384	595.0	6.5e-208	1.002	0.979	0.537	UniRef:UniRef50_E3PVH7
CADBPJ010000198.1	cds	7967	8338	+	BBJOLO_01385	144.0	1.1e-43	0.976	0.811	0.600	UniRef:UniRef50_A0A1X9M8B7
CADBPJ010000198.1	cds	8402	8677	+	BBJOLO_01386	-	-	-	-	-	-
CADBPJ010000199.1	cds	1116	3128	-	BBJOLO_01387	-	-	-	-	-	-
CADBPJ010000200.1	cds	511	2646	-	BBJOLO_01388	-	-	-	-	-	-
CADBPJ010000200.1	cds	2684	3670	-	BBJOLO_01389	-	-	-	-	-	-
CADBPJ010000200.1	cds	3639	4691	-	BBJOLO_01390	-	-	-	-	-	-
CADBPJ010000200.1	cds	4667	5704	-	BBJOLO_01391	441.0	6.2e-154	0.988	0.983	0.610	UniRef:UniRef50_A0A1C5UQT2
CADBPJ010000200.1	cds	5701	6579	-	BBJOLO_01392	-	-	-	-	-	-
CADBPJ010000201.1	cds	39	1133	+	BBJOLO_01393	356.0	1.9e-119	0.978	0.886	0.525	UniRef:UniRef50_A0A7Y2ELJ4
CADBPJ010000201.1	cds	1133	1819	+	BBJOLO_01394	-	-	-	-	-	-
CADBPJ010000201.1	cds	1923	3335	+	BBJOLO_01395	424.0	2.7e-143	1.006	0.942	0.501	UniRef:UniRef50_A0A1C5M3J8
CADBPJ010000201.1	cds	3422	5506	-	BBJOLO_01396	813.0	5.9e-289	1.004	0.938	0.590	UniRef:UniRef50_B1C525
CADBPJ010000201.1	cds	5877	6974	+	BBJOLO_01397	456.0	1.7e-158	0.992	0.832	0.597	UniRef:UniRef50_A7VQS9
