#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CADBPJ010000313.1	2044	2616	-	BBJOLO_02012	20.7	6.8		
CADBPJ010000314.1	100	624	+	BBJOLO_02013	19.2	6.1		
CADBPJ010000314.1	593	898	+	BBJOLO_02014	11.5	9.6		
CADBPJ010000314.1	1032	1580	+	BBJOLO_02015	21.3	5.0		
CADBPJ010000314.1	1591	3528	+	BBJOLO_02016	70.8	6.7	PF01935.23|DUF87	PFAM:PF01935.23
CADBPJ010000315.1	2776	3282	-	BBJOLO_02018	19.8	6.2		
CADBPJ010000316.1	90	575	+	BBJOLO_02019	19.0	9.0		
CADBPJ010000316.1	587	2230	+	BBJOLO_02020	63.3	4.9		
CADBPJ010000317.1	8	856	+	BBJOLO_02021	31.9	5.0	PF03632.21|Glyco_hydro_65m, PF03633.20|Glyco_hydro_65C	PFAM:PF03632.21, PFAM:PF03633.20
CADBPJ010000317.1	883	2775	+	BBJOLO_02022	71.9	5.1	PF01301.25|Glyco_hydro_35, PF02449.21|Glyco_hydro_42, PF21317.3|BetaGal_ABD_1, PF21467.3|BetaGal_gal-bd	PFAM:PF01301.25, PFAM:PF02449.21, PFAM:PF21317.3, PFAM:PF21467.3
CADBPJ010000318.1	631	1302	+	BBJOLO_02023	26.5	9.2		
CADBPJ010000318.1	1625	1897	+	BBJOLO_02024	9.1	8.0		
CADBPJ010000319.1	57	965	+	BBJOLO_02025	31.5	8.5	PF09479.16|Flg_new, PF18998.6|Flg_new_2	PFAM:PF09479.16, PFAM:PF18998.6
CADBPJ010000319.1	1160	2029	+	BBJOLO_02026	33.6	5.4		
CADBPJ010000320.1	1859	2065	-	BBJOLO_02027	7.8	12.0		
CADBPJ010000321.1	1544	2056	-	BBJOLO_02028	19.7	4.8		
CADBPJ010000322.1	3121	3822	+	BBJOLO_02031	27.1	5.5		SO:0001217, UniRef:UniRef50_S0J3G9
CADBPJ010000322.1	3785	4012	+	BBJOLO_02032	8.5	9.5		
CADBPJ010000324.1	70	375	+	BBJOLO_02035	11.6	5.7		
CADBPJ010000324.1	1227	2096	+	BBJOLO_02038	33.3	9.7		
CADBPJ010000324.1	2120	2332	+	BBJOLO_02039	7.6	10.1		
CADBPJ010000325.1	6925	7317	-	BBJOLO_02045	15.3	4.6		
CADBPJ010000326.1	1161	1562	-	BBJOLO_02047	14.4	10.8		
CADBPJ010000326.1	1576	3099	-	BBJOLO_02048	58.9	9.3	PF05598.16|DUF772, PF13586.12|DDE_Tnp_1_2	PFAM:PF05598.16, PFAM:PF13586.12
CADBPJ010000327.1	115	744	-	BBJOLO_02049	24.4	9.4		
CADBPJ010000327.1	728	1399	-	BBJOLO_02050	26.7	6.2		
CADBPJ010000327.1	1735	1917	-	BBJOLO_02051	7.0	9.7	PF12728.13|HTH_17	PFAM:PF12728.13
CADBPJ010000327.1	1987	2226	-	BBJOLO_02052	9.5	9.4		
CADBPJ010000327.1	3175	4023	-	BBJOLO_02054	31.4	5.6		
CADBPJ010000327.1	4164	4421	-	BBJOLO_02055	10.0	7.7	PF13443.12|HTH_26	PFAM:PF13443.12
CADBPJ010000327.1	4524	4937	-	BBJOLO_02056	15.8	8.3		
CADBPJ010000327.1	4954	5085	-	BBJOLO_02057	5.1	5.1		
