,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
1175,GCA_902756115.1,EJF39089.1,GCA_902756115.1_IENOOE_00107,35.4,127,6.9e-16,74.7,Ribose 5-phosphate isomerase B,CACVPT010000002.1,8259,8777,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8518.0,,826,3
1176,GCA_902756115.1,EJF39090.1,GCA_902756115.1_IENOOE_00108,46.3,300,1.91e-76,240.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVPT010000002.1,8779,9723,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9251.0,733.0,826,3
1177,GCA_902756115.1,EJF39099.1,GCA_902756115.1_IENOOE_00109,51.0,257,4.01e-84,257.0,Transketolase,CACVPT010000002.1,9716,10588,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,10152.0,901.0,826,3
1178,GCA_902756115.1,EJF39090.1,GCA_902756115.1_IENOOE_00275,50.7,294,1.38e-86,266.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVPT010000004.1,47654,48622,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,48138.0,,827,2
1179,GCA_902756115.1,EJF39099.1,GCA_902756115.1_IENOOE_00276,48.3,259,1.1e-86,263.0,Transketolase,CACVPT010000004.1,48619,49461,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,49040.0,902.0,827,2
1181,GCA_902756115.1,EJF39103.1,GCA_902756115.1_IENOOE_01025,39.9,276,1.13e-62,208.0,hypothetical protein,CACVPT010000022.1,10847,11944,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,11395.5,,829,5
1182,GCA_902756115.1,EJF39089.1,GCA_902756115.1_IENOOE_01026,48.7,156,2.33e-50,162.0,4-deoxy-4-sulfo-D-erythrose isomerase,CACVPT010000022.1,11934,12410,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,12172.0,776.5,829,5
1183,GCA_902756115.1,EJF39090.1,GCA_902756115.1_IENOOE_01027,49.8,299,5.54e-98,295.0,6-deoxy-6-sulfo-D-fructose transketolase subunit SqwH,CACVPT010000022.1,12612,13535,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,13073.5,901.5,829,5
1184,GCA_902756115.1,EJF39099.1,GCA_902756115.1_IENOOE_01028,55.6,268,1.07e-95,286.0,Transketolase,CACVPT010000022.1,13540,14367,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,13953.5,880.0,829,5
1185,GCA_902756115.1,PRO65851.1,GCA_902756115.1_IENOOE_01029,35.9,440,4.7e-88,279.0,Sulfoquinovose isomerase,CACVPT010000022.1,14565,15902,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,15233.5,1280.0,829,5
1187,GCA_902756115.1,AYG21326.1,GCA_902756115.1_IENOOE_01597,38.8,554,1.34e-127,396.0,hypothetical protein,CACVPT010000048.1,6144,8123,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,7133.5,,831,2
1188,GCA_902756115.1,PRO65849.1,GCA_902756115.1_IENOOE_01598,37.9,206,8.16e-38,135.0,hypothetical protein,CACVPT010000048.1,8137,8805,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8471.0,1337.5,831,2
1194,GCA_902756115.1,PRO65852.1,GCA_902756115.1_IENOOE_01902,31.7,363,2.12e-50,178.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,CACVPT010000066.1,18980,20221,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,19600.5,8185.0,837,2
1195,GCA_902756115.1,PRO65853.1,GCA_902756115.1_IENOOE_01903,34.5,322,6.11e-48,166.0,Class II fructose-1%2C6-bisphosphate aldolase,CACVPT010000066.1,20371,21339,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,20855.0,1254.5,837,2
1211,GCA_902756125.1,AAK90112.1,GCA_902756125.1_AIKEDL_00997,30.2,162,5.19e-09,60.8,Aldo/keto reductase,CACVPY010000012.1,28479,29426,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900320445,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,28952.5,15956.5,852,2
1212,GCA_902756125.1,PRO65854.1,GCA_902756125.1_AIKEDL_01004,34.1,452,3.94e-78,255.0,Aldehyde dehydrogenase,CACVPY010000012.1,32996,34438,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900320445,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,33717.0,4764.5,852,2
1217,GCA_902756125.1,EJF39099.1,GCA_902756125.1_AIKEDL_02017,37.2,250,2e-42,157.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVPY010000037.1,10861,12873,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900320445,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,11867.0,,857,2
1218,GCA_902756125.1,EJF39089.1,GCA_902756125.1_AIKEDL_02018,33.6,125,3.51e-13,67.0,Ribose-5-phosphate isomerase B,CACVPY010000037.1,12977,13417,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900320445,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,13197.0,1330.0,857,2
1076,GCA_902756025.1,EJF39089.1,GCA_902756025.1_JFECML_00185,37.0,146,8.58e-17,77.4,hypothetical protein,CACVPZ010000004.1,6930,7490,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900321315,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,7210.0,,859,2
1077,GCA_902756025.1,WP_017967310.1,GCA_902756025.1_JFECML_00188,32.6,187,1.68e-18,85.9,3-oxoacyl-[acyl-carrier-protein] reductase,CACVPZ010000004.1,10466,11194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900321315,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,10830.0,3620.0,859,2
1081,GCA_902756025.1,EJF39090.1,GCA_902756025.1_JFECML_01034,41.9,289,2.02e-62,213.0,hypothetical protein,CACVPZ010000056.1,7998,9884,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900321315,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8941.0,,863,2
1082,GCA_902756025.1,EJF39099.1,GCA_902756025.1_JFECML_01035,45.1,255,4.06e-74,231.0,Transketolase N-terminal domain-containing protein,CACVPZ010000056.1,9955,10767,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900321315,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,10361.0,1420.0,863,2
1089,GCA_902756025.1,A0A3A6N9T6.1,GCA_902756025.1_JFECML_01974,37.0,235,9.03e-35,134.0,hypothetical protein,CACVPZ010000174.1,4201,4929,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900321315,A0A3A6N9T6.1,Acholeplasma sp.,sulfo-TK,sqwD,SA dehydrogenase,PF00171,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,4565.0,,870,2
1090,GCA_902756025.1,A0A3A6N9T6.1,GCA_902756025.1_JFECML_01975,42.1,178,5.48e-31,122.0,hypothetical protein,CACVPZ010000174.1,4913,5482,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900321315,A0A3A6N9T6.1,Acholeplasma sp.,sulfo-TK,sqwD,SA dehydrogenase,PF00171,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,5197.5,632.5,870,2
1285,GCA_902756155.1,EJF39099.1,GCA_902756155.1_NDFNPG_01732,43.0,249,2.72e-58,191.0,Transketolase 2,CACVQA010000014.1,64102,64950,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316955,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,64526.0,42276.5,892,2
1286,GCA_902756155.1,EJF39090.1,GCA_902756155.1_NDFNPG_01733,47.0,298,7.410000000000001e-77,241.0,Transketolase%2C C-terminal subunit,CACVQA010000014.1,64952,65905,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316955,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,65428.5,902.5,892,2
1324,GCA_902756175.1,EJF39103.1,GCA_902756175.1_DDPDKG_00242,28.7,355,1.03e-37,143.0,Lactaldehyde reductase,CACVQB010000003.1,21918,23066,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,22492.0,,900,2
1325,GCA_902756175.1,AYG21321.1,GCA_902756175.1_DDPDKG_00246,27.3,282,7.01e-14,75.1,5-dehydro-2-deoxygluconokinase,CACVQB010000003.1,26457,27398,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,26927.5,4435.5,900,2
1329,GCA_902756175.1,PRO65849.1,GCA_902756175.1_DDPDKG_00559,36.2,199,4.57e-29,112.0,DUF4867 domain-containing protein,CACVQB010000007.1,22135,22797,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,22466.0,,904,3
1330,GCA_902756175.1,PRO65851.1,GCA_902756175.1_DDPDKG_00560,22.5,324,2.02e-05,51.6,hypothetical protein,CACVQB010000007.1,22778,24307,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,23542.5,1076.5,904,3
1331,GCA_902756175.1,WP_017967310.1,GCA_902756175.1_DDPDKG_00561,31.8,255,3.45e-22,96.3,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,CACVQB010000007.1,24418,25215,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,24816.5,1274.0,904,3
1336,GCA_902756175.1,PRO65851.1,GCA_902756175.1_DDPDKG_01058,24.1,352,5.75e-18,90.5,L-fucose isomerase C-terminal domain-containing protein,CACVQB010000016.1,25682,27106,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,26394.0,,909,3
1337,GCA_902756175.1,EJF39099.1,GCA_902756175.1_DDPDKG_01059,39.5,243,2.28e-52,176.0,Transketolase,CACVQB010000016.1,27232,28062,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,27647.0,1253.0,909,3
1338,GCA_902756175.1,EJF39090.1,GCA_902756175.1_DDPDKG_01060,36.4,297,1.44e-47,166.0,Transketolase,CACVQB010000016.1,28082,28990,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp900320085,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,28536.0,889.0,909,3
1229,GCA_902756145.1,EJF39099.1,GCA_902756145.1_PGNFAN_00375,43.8,265,2.6e-64,206.0,Transketolase,CACVQC010000001.1,400079,400891,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,400485.0,33874.5,930,2
1230,GCA_902756145.1,EJF39090.1,GCA_902756145.1_PGNFAN_00376,39.3,300,1.52e-61,202.0,Putative transketolase C-terminal section,CACVQC010000001.1,400896,401813,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,401354.5,869.5,930,2
1247,GCA_902756145.1,EJF39090.1,GCA_902756145.1_PGNFAN_02473,33.7,303,1.18e-38,142.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVQC010000017.1,9527,10453,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9990.0,,947,3
1248,GCA_902756145.1,EJF39099.1,GCA_902756145.1_PGNFAN_02474,45.8,260,2.1500000000000006e-73,230.0,Transketolase,CACVQC010000017.1,10450,11322,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,10886.0,896.0,947,3
1249,GCA_902756145.1,EJF39089.1,GCA_902756145.1_PGNFAN_02478,35.6,132,3.17e-16,75.1,Ribose-5-phosphate isomerase B,CACVQC010000017.1,13953,14411,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,14182.0,3296.0,947,3
1255,GCA_902756145.1,MCD5344479.1,GCA_902756145.1_PGNFAN_03093,26.8,205,1.37e-07,57.4,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,CACVQC010000030.1,7227,8198,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,7712.5,,953,2
1256,GCA_902756145.1,EJF39103.1,GCA_902756145.1_PGNFAN_03095,26.6,364,1.4e-14,79.0,Iron-containing alcohol dehydrogenase,CACVQC010000030.1,9779,10954,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,10366.5,2654.0,953,2
1257,GCA_902756145.1,AAK90112.1,GCA_902756145.1_PGNFAN_03191,28.9,249,2.03e-12,70.5,NADP-dependent oxidoreductase domain-containing protein,CACVQC010000034.1,15163,16002,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,15582.5,,954,2
1258,GCA_902756145.1,AAK90112.1,GCA_902756145.1_PGNFAN_03192,24.6,260,6.24e-09,60.5,NADP-dependent oxidoreductase domain-containing protein,CACVQC010000034.1,16153,17040,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900315675,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,16596.5,1014.0,954,2
1307,GCA_902756165.1,PRO65849.1,GCA_902756165.1_BINDBE_00515,32.3,217,4.1400000000000003e-29,112.0,DUF4867 domain-containing protein,CACVQD010000002.1,138790,139440,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900319625,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,139115.0,35419.0,964,2
1308,GCA_902756165.1,PRO65851.1,GCA_902756165.1_BINDBE_00516,22.9,327,1.28e-07,58.5,hypothetical protein,CACVQD010000002.1,139486,140991,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900319625,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,140238.5,1123.5,964,2
1315,GCA_902756165.1,EJF39103.1,GCA_902756165.1_BINDBE_01238,25.3,363,2.3e-18,90.1,Iron-containing alcohol dehydrogenase,CACVQD010000005.1,191052,192227,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900319625,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,191639.5,102404.0,971,2
1316,GCA_902756165.1,MCD5344479.1,GCA_902756165.1_BINDBE_01240,22.4,246,7.51e-09,61.2,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,CACVQD010000005.1,193306,194280,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900319625,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,193793.0,2153.5,971,2
1514,GCA_902756305.1,EJF39090.1,GCA_902756305.1_ILNGBH_00197,36.0,136,1.39e-15,80.5,2-oxoisovalerate dehydrogenase subunit beta,CACVQE010000002.1,24624,25592,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,25108.0,,977,2
1515,GCA_902756305.1,AYG21322.1,GCA_902756305.1_ILNGBH_00201,26.7,292,2.34e-18,87.4,2-hydroxy-3-oxopropionate reductase,CACVQE010000002.1,28750,29628,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,AYG21322.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihU,SLA reductase,PF03446,https://www.nature.com/articles/nature12947 ,29189.0,4081.0,977,2
1522,GCA_902756305.1,EJF39090.1,GCA_902756305.1_ILNGBH_01134,38.9,298,1.5e-66,215.0,Transketolase,CACVQE010000013.1,18109,19047,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,18578.0,,984,2
1523,GCA_902756305.1,EJF39099.1,GCA_902756305.1_ILNGBH_01135,44.5,265,1.44e-72,227.0,Putative transketolase N-terminal section,CACVQE010000013.1,19047,19868,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,19457.5,879.5,984,2
1525,GCA_902756305.1,WP_017967310.1,GCA_902756305.1_ILNGBH_01544,28.9,180,1.33e-11,67.4,hypothetical protein,CACVQE010000020.1,32115,32951,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,32533.0,,986,2
1526,GCA_902756305.1,AYG21321.1,GCA_902756305.1_ILNGBH_01547,26.5,325,1.47e-12,71.6,hypothetical protein,CACVQE010000020.1,34793,35860,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,35326.5,2793.5,986,2
1533,GCA_902756305.1,PRO65853.1,GCA_902756305.1_ILNGBH_02264,36.6,276,3.44e-53,178.0,Class II fructose-bisphosphate aldolase,CACVQE010000047.1,1805,2650,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2227.5,,993,2
1534,GCA_902756305.1,MCD5344479.1,GCA_902756305.1_ILNGBH_02267,26.0,289,7.12e-07,55.5,Uncharacterized oxidoreductase yvaA,CACVQE010000047.1,4917,6062,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp900315485,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,5489.5,3262.0,993,2
